episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta,communication_packet_losses_delta
86,LiteDARE-Full-ContactAware,8600082,4,compressed,1,0.3556535070908394,0.04672288233039479,9279,1219,37.20225238800049,37.20225238800049,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,0,0,0,0,0,4,[],False,1641.609292011708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6241654045879841,0,0,0,0,0,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,2,0.3800306630893062,0.024377155998466793,9915,636,33.8885440826416,71.09079647064209,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,1,5,31428,2,31428,4,[],False,1658.571875654161,31672,2,1,2,31428,100,144,6260,6260,0.3170049749314785,0.26531610637903214,0.6899982690811157,4,0,0.6166328676044941,128,25040,6260,31428,500128,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,3,0.39459563050977386,0.014564967420467645,10295,380,33.91483449935913,105.00563097000122,0,0,0,3,0,3,True,0,False,True,0.0,4.0,4.0,0,0,3,14,143179,6,143179,5,[],False,1831.9814149290323,143811,6,2,6,143179,200,432,28559,28559,1.0448573157191277,0.7878602482378483,2.1909410133957863,12,0,0.57168398052454,384,114236,28559,194039,1500384,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,4,0.4317746262935991,0.03717899578382522,11265,970,28.9442720413208,133.94990301132202,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,3,18,4574,6,4574,4,[],False,1699.8292757198215,5606,6,6,6,4574,600,432,838,838,0.7375599816441536,0.17440365627408028,1.0115676559507847,12,0,0.5916636437177658,384,3352,838,237984,1500384,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,5,0.5101188194710617,0.07834419317746266,13309,2044,37.20225238800049,171.1521553993225,0,0,0,0,0,0,False,0,False,False,5.656854152679443,5.656854152679443,5.656854152679443,0,0,1,6,533,2,533,4,[],False,1678.783040959388,877,2,2,2,533,200,144,81,81,0.24917395785450935,0.06072176620364189,0.3595147281885147,4,0,0.6716027855873108,128,324,81,80423,500128,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,6,0.5755845151399004,0.06546569566883864,15017,1708,34.8328161239624,205.9849715232849,0,0,0,0,0,0,False,0,False,False,20.0,17.8885440826416,17.8885440826416,0,0,1,4,7458,2,7458,4,[],False,1612.2695468366146,7602,2,0,2,7458,0,144,1466,1466,0.2825884148478508,0.12067845091223717,0.4677223041653633,4,0,0.6375107914209366,128,5864,1466,88158,500128,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,7,0.5854350325795323,0.009850517439631945,15274,257,24.257980346679688,230.2429518699646,0,0,0,0,0,0,False,0,False,False,21.540658950805664,21.540658950805664,21.540658950805664,0,0,0,0,0,0,0,4,[],False,1745.2926309779286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6533395498991013,0,0,0,0,0,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,8,0.6103871215024914,0.02495208892295908,15925,651,34.8328161239624,265.075767993927,0,0,0,0,0,0,False,0,False,False,16.492422103881836,16.492422103881836,16.492422103881836,0,0,0,0,0,0,0,4,[],False,1740.3293689712882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6163627840578556,0,0,0,0,0,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,9,0.6226523572249905,0.012265235722499046,16245,320,36.25798034667969,301.3337483406067,0,0,0,0,0,0,False,0,False,False,16.970561981201172,16.970561981201172,16.970561981201172,0,0,0,0,0,0,0,4,[],False,1729.0428327396512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5802656523883343,0,0,0,0,0,0,0
86,LiteDARE-Full-ContactAware,8600082,4,compressed,10,0.6231506324262169,0.0004982752012264724,16258,13,32.9442720413208,334.2780203819275,0,0,0,0,0,0,False,0,False,False,16.492422103881836,16.492422103881836,16.492422103881836,0,0,0,0,0,0,0,4,[],False,1656.8883759900928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6076539866626263,0,0,0,0,0,0,0
